Course name	Unique ID	start date	end date	Location
"Ajax - Fast Track to AJAX, Introduction"	67198	27/4/09	28/4/09	Manchester
Captivate - Introduction	67200	6/4/09	7/4/09	Manchester
Coldfusion - Fast Track to Coldfusion	67202	1/4/09	3/4/09	Manchester
Cascading Style Sheets	67203	7/1/09	8/1/09	Manchester
Cascading Style Sheets	67204	8/4/09	9/4/09	Manchester
Dreamweaver - Web Development Introduction	67206	23/2/09	25/2/09	Manchester
Dreamweaver - Web Development Introduction	67207	16/3/09	18/3/09	Manchester
Dreamweaver - Web Development Introduction	67208	27/4/09	29/4/09	Manchester
Dreamweaver - Web Development Introduction	67209	27/4/09	29/4/09	Manchester
Dreamweaver - Web Development Introduction	67210	15/6/09	17/6/09	Manchester
Dreamweaver - Dynamic Application Development	67211	4/2/09	6/2/09	Manchester
Dreamweaver - Dynamic Application Development	67212	27/5/09	28/5/09	Manchester
Fireworks - Web Graphic Creation	67213	12/1/09	13/1/09	Manchester
Fireworks - Web Graphic Creation	67214	19/3/09	20/3/09	Manchester
cancelled	67215	11/5/09	12/5/09	Manchester
Flash - Rich Content Creation	67216	5/1/09	6/1/09	Manchester
Flash - Rich Content Creation	67218	2/2/09	3/2/09	Manchester
Flash - Rich Content Creation	67219	26/2/09	27/2/09	Manchester
Flash - Rich Content Creation	67220	2/3/09	3/3/09	Manchester
Flash - Rich Content Creation	67221	19/3/09	20/3/09	Manchester
Flash - Rich Content Creation	67222	30/3/09	31/3/09	Manchester
Flash - Rich Content Creation	67223	30/4/09	1/5/09	Manchester
Flash - Rich Content Creation	67224	21/5/09	22/5/09	Manchester
Cancelled	67225	1/6/09	2/6/09	Manchester
Flash - Rich Content Creation	67226	18/6/09	19/6/09	Manchester
Flash - Actionscript	67227	7/1/09	9/1/09	Manchester
Flash - Actionscript	67229	4/3/09	6/3/09	Manchester
Flash - Actionscript	67230	15/4/09	17/4/09	Manchester
Cancelled	67232	3/6/09	5/6/09	Manchester
Flash - Advanced Actionscript	67233	28/1/09	30/1/09	Manchester
Flash - Advanced Actionscript	67234	1/4/09	3/4/09	Manchester
Flash - Video Development	67235	27/4/09	29/4/09	Manchester
Flex - Developing Rich Client Applications Level 1	67236	16/2/09	18/2/09	Manchester
Flex - Developing Rich Client Applications Level 1	67237	27/4/09	29/4/09	Manchester
Flex - Developing Rich Client Applications Level 1	67238	15/6/09	17/6/09	Manchester
Flex  - Data and Communications	67239	19/2/09	20/2/09	Manchester
Flex  - Data and Communications	67240	30/4/09	1/5/09	Manchester
Flex  - Data and Communications	67241	18/6/09	19/6/09	Manchester
Flex - Building Dashboard Applications Level 2	67242	26/1/09	27/1/09	Manchester
Flex - Building Dashboard Applications Level 2	67243	20/4/09	21/4/09	Manchester
PHP and my SQL - Introduction	67244	16/3/09	18/3/09	Manchester
Cancelled	67245	3/6/09	5/6/09	Manchester
3ds Max Advanced	67246	9/3/09	11/3/09	manchester
Acrobat 3D	67247	14/4/09	15/4/09	Manchester
AutoCAD – Essentials	67248	23/2/09	25/2/09	Manchester
Custom Flash Actionscript	67249	27/10/08	27/10/08	On-site
AutoCAD – Essentials	67250	14/4/09	16/4/09	Manchester
AutoCAD – Essentials	67251	22/6/09	24/6/09	Manchester
AutoCAD - Level 2 - Intermediate	67252	26/2/09	27/2/09	Manchester
AutoCAD - Level 2 - Intermediate	67253	25/6/09	26/6/09	Manchester
AutoCAD – 3d Modelling	67254	23/2/09	25/2/09	Manchester
AutoCAD – 3d Modelling	67255	14/4/09	16/4/09	Manchester
AutoCAD – 3d Modelling	67256	22/6/09	24/6/09	Manchester
Revit Architecture - Essentials	67257	23/2/09	25/2/09	Manchester
Revit Architecture - Essentials	67258	14/4/09	16/4/09	Manchester
Revit Architecture - Essentials	67259	22/6/09	24/6/09	Manchester
VectorWorks	67260	9/2/09	10/2/09	Manchester
VectorWorks	67261	5/5/09	6/5/09	Manchester
Acrobat - Introduction	67262	5/1/09	5/1/09	Glasgow
Acrobat - Introduction	67263	2/3/09	2/3/09	Glasgow
Acrobat 101 Rookie	67264	5/5/09	5/5/09	Glasgow
Acrobat - Advanced	67265	6/1/09	6/1/09	Glasgow
Acrobat - Advanced	67266	3/3/09	3/3/09	Glasgow
Acrobat 201 Hotshot	67267	6/5/09	6/5/09	Glasgow
Aperture 101: An Introduction to Aperture	67268	19/1/09	21/1/09	Glasgow
Aperture 101: An Introduction to Aperture	67269	20/5/09	22/5/09	Glasgow
Illustrator - Introduction	67270	5/1/09	6/1/09	Glasgow
Illustrator - Introduction	67271	2/3/09	3/3/09	Glasgow
Illustrator - Introduction	67272	5/5/09	6/5/09	Glasgow
Illustrator - Advanced	67273	7/1/09	8/1/09	Glasgow
Illustrator - Advanced	67274	4/3/09	5/3/09	Glasgow
InDesign - Introduction	67277	11/2/09	12/2/09	Glasgow
InDesign - Introduction	67278	9/3/09	10/3/09	Glasgow
InDesign - Introduction	67279	27/4/09	28/4/09	Glasgow
cancelled	67280	20/5/09	21/5/09	Glasgow
InDesign - Introduction	67281	24/6/09	25/6/09	Glasgow
InDesign - Advanced	67282	4/2/09	5/2/09	Glasgow
InDesign - Advanced	67283	8/4/09	9/4/09	Glasgow
InDesign - Advanced	67284	10/6/09	11/6/09	Glasgow
Photoshop - Introduction	67286	9/2/09	10/2/09	Glasgow
Photoshop - Introduction	67287	9/3/09	10/3/09	Glasgow
Photoshop - Introduction	67288	20/4/09	21/4/09	Glasgow
cancelled	67289	18/5/09	19/5/09	Glasgow
Photoshop - Advanced	67291	2/2/09	3/2/09	Glasgow
Photoshop - Advanced	67292	6/4/09	7/4/09	Glasgow
Quark Xpress - Introduction	67294	15/1/09	16/1/09	Glasgow
Quark Xpress - Introduction	67295	14/4/09	15/4/09	Glasgow
Quark to Indesign	67296	9/3/09	10/3/09	Glasgow
"Ajax - Fast Track to AJAX, Introduction"	67297	11/3/09	13/3/09	Glasgow
"Ajax - Fast Track to AJAX, Introduction"	67298	10/6/09	12/6/09	Glasgow
Captivate - Introduction	67299	7/1/09	8/1/09	Glasgow
Captivate - Introduction	67300	4/3/09	5/3/09	Glasgow
Captivate - Introduction	67301	7/5/09	8/5/09	Glasgow
Cascading Style Sheets	67302	22/1/09	23/1/09	Glasgow
Cascading Style Sheets	67303	8/4/09	9/4/09	Glasgow
Coldfusion - Fast Track to Coldfusion	67304	11/3/09	13/3/09	Glasgow
Flash - Actionscript	67306	22/4/09	24/4/09	Glasgow
Dreamweaver - Dynamic Application Development	67309	1/4/09	3/4/09	Glasgow
Fireworks - Web Graphic Creation	67310	13/1/09	14/1/09	Glasgow
Fireworks - Web Graphic Creation	67311	22/4/09	23/4/09	Glasgow
Flash - Rich Content Creation	67312	22/1/09	23/1/09	Glasgow
Flash - Rich Content Creation	67313	16/2/09	17/2/09	Glasgow
Flash - Rich Content Creation	67314	19/3/09	20/3/09	Glasgow
Flash - Rich Content Creation	67316	8/6/09	9/6/09	Glasgow
Flash - Actionscript	67318	18/2/09	20/2/09	Glasgow
Cancelled	67320	10/6/09	12/6/09	Glasgow
Flash - Advanced Actionscript	67321	2/3/09	4/3/09	Glasgow
Flash - Advanced Actionscript	67322	29/6/09	1/7/09	Glasgow
Flash - Video Development	67323	18/3/09	20/3/09	Glasgow
Flex - Developing Rich Client Applications Level 1	67324	2/2/09	4/2/09	Glasgow
Flex - Developing Rich Client Applications Level 1	67325	18/5/09	20/5/09	Glasgow
Flex  - Data and Communications	67326	5/2/09	6/2/09	Glasgow
Flex  - Data and Communications	67327	8/6/09	9/6/09	On-site
Flex - Building Dashboard Applications Level 2	67328	30/3/09	31/3/09	Glasgow
Flex - Building Dashboard Applications Level 2	67329	15/6/09	16/6/09	Glasgow
PHP and my SQL - Introduction	67330	18/3/09	20/3/09	Glasgow
PHP and my SQL - Introduction	67331	24/6/09	26/6/09	Glasgow
XML - Introduction	67332	18/2/09	20/2/09	Glasgow
XML - Introduction	67333	15/6/09	17/6/09	Glasgow
3ds Max Advanced	67334	2/2/09	4/2/09	Glasgow
3ds Max Advanced	67335	20/4/09	22/4/09	Glasgow
Acrobat 7 – 3D	67336	16/3/09	17/3/09	Glasgow
Acrobat 7 – 3D	67337	8/6/09	9/6/09	Glasgow
AutoCAD – Essentials	67338	26/1/09	28/1/09	Glasgow
AutoCAD – Essentials	67339	23/3/09	25/3/09	Glasgow
Cancelled	67340	27/5/09	29/5/09	Glasgow
AutoCAD - Level 2 - Intermediate	67341	29/1/09	30/1/09	Glasgow
AutoCAD - Level 2 - Intermediate	67342	26/3/09	27/3/09	Glasgow
AutoCAD – 3d Modelling	67343	14/1/09	16/1/09	Glasgow
AutoCAD – 3d Modelling	67344	6/4/09	8/4/09	Glasgow
Revit Architecture - Essentials	67345	11/3/09	13/3/09	Glasgow
VectorWorks	67346	16/2/09	17/2/09	Glasgow
AfterEffects - Introduction	67347	24/2/09	25/2/09	Glasgow
AfterEffects - Introduction	67348	26/5/09	27/5/09	Glasgow
Final Cut Pro - Introduction	67349	26/1/09	28/1/09	Glasgow
Final Cut Pro - Introduction	67350	30/3/09	1/4/09	Glasgow
Final Cut Pro - Introduction	67351	17/6/09	19/6/09	Glasgow
Final Cut Pro Advanced	67352	23/3/09	25/3/09	Glasgow
Final Cut Pro Advanced	67353	11/5/09	13/5/09	Glasgow
Motion Introduction	67354	2/3/09	3/3/09	Glasgow
Motion Introduction	67355	5/5/09	7/5/09	Glasgow
Premiere Pro - Introduction	67356	25/2/09	26/2/09	Glasgow
Premiere Pro - Introduction	67357	28/5/09	29/5/09	Glasgow
Soundbooth - Introduction	67358	27/2/09	27/2/09	Glasgow
Photoshop - Introduction	67359	21/1/09	22/1/09	Cardiff
Photoshop - Introduction	67360	18/2/09	19/2/09	Cardiff
Photoshop - Introduction	67361	18/3/09	19/3/09	Cardiff
Photoshop - Introduction	67362	16/4/09	17/4/09	Cardiff
Photoshop - Introduction	67364	10/6/09	11/6/09	Cardiff
InDesign - Introduction	67365	19/1/09	20/1/09	Cardiff
InDesign - Introduction	67366	16/2/09	17/2/09	Cardiff
InDesign - Introduction	67367	16/3/09	17/3/09	Cardiff
InDesign - Introduction	67368	14/4/09	15/4/09	Cardiff
Cancelled	67370	8/6/09	9/6/09	Cardiff
Illustrator - Introduction	67371	23/1/09	23/1/09	Cardiff
Illustrator - Introduction	67372	20/2/09	20/2/09	Cardiff
Illustrator - Introduction	67373	20/3/09	20/3/09	Cardiff
Illustrator - Introduction	67374	15/5/09	15/5/09	Cardiff
Cancelled	67375	12/6/09	12/6/09	Cardiff
Dreamweaver - Web Development Introduction	67376	12/1/09	14/11/08	Cardiff
Dreamweaver - Web Development Introduction	67377	9/2/09	11/2/09	Cardiff
Dreamweaver - Web Development Introduction	67378	20/4/09	22/4/09	Cardiff
Acrobat 101 Rookie	67380	4/6/09	4/6/09	Cardiff
Flash - Rich Content Creation	67381	15/1/09	16/1/09	Cardiff
Flash - Rich Content Creation	67382	12/2/09	13/2/09	Cardiff
Flash - Rich Content Creation	67383	12/3/09	13/3/09	Cardiff
Flash - Rich Content Creation	67384	23/4/09	24/4/09	Cardiff
InDesign - Advanced	67385	7/5/09	8/5/09	Cardiff
Flash - Actionscript	67387	25/2/09	27/2/09	Cardiff
Flash - Actionscript	67388	6/5/09	8/5/09	Cardiff
AutoCAD – Essentials	67390	27/4/09	29/4/09	Cardiff
Quark Xpress - Introduction	67391	8/1/09	9/1/09	Manchester
AutoCAD – Essentials	67394	12/1/09	14/1/09	London
AutoCAD – Essentials	67395	9/2/09	11/2/09	London
Video Encoding Bespoke	67396	24/11/08	24/11/08	On-site
Cinema 4D – Fundamental	67398	10/12/08	11/12/08	London
Photoshop ACE	67399	9/1/09	9/1/09	London
Training Vouchers	67400	10/11/08	10/11/08	London
Bespoke Course	67401	9/12/08	9/12/08	On-site
Bespoke Course	67402	16/12/08	16/12/08	On-site
Bespoke Course	67404	6/1/09	6/1/09	On-site
Custom Course	67406	11/12/08	12/12/08	On-site
Custom Acrobat-Pitstop	67409	11/12/08	11/12/08	On-site
ACE Bespoke 	67410	3/12/08	5/12/08	London
InDesign - Introduction	67411	24/11/08	25/11/08	London
Illustrator - Introduction	67412	17/11/08	18/11/08	Cardiff
MMT Bespoke - Flex	67414	26/1/09	26/1/09	On-site
MMT Bespoke - Air	67415	17/3/09	17/3/09	On-site
Custom InDesign	67416	4/12/08	4/12/08	On-site
Illustrator - Introduction	67417	5/12/08	5/12/08	Manchester
Flash - Advanced Actionscript	67419	7/1/09	9/1/09	London
Final Cut Pro 	67420	21/1/09	23/1/09	On-site
Dreamweaver - Web Development Introduction	67421	10/12/08	12/12/08	Manchester
Avid Introduction	67422	27/11/08	28/11/08	London
Avid Introduction	67423	8/12/08	9/12/08	London
Flash - Rich Content Creation	67424	12/1/09	13/1/09	London
Flex Consultancy	67425	24/11/08	26/11/08	On-site
3ds Custom 1 day Overview	67426	26/11/08	26/11/08	On-site
Illustrator - Introduction	67427	15/5/09	15/5/09	Manchester
Maya Jumpstart: Zero to Hero	67428	2/2/09	6/2/09	London
Flash - Actionscript	67432	11/2/09	13/2/09	London
Custom Course - 3ds Max	67433	28/11/08	28/11/08	On-site
Captivate - Introduction	67436	12/12/08	12/12/08	London
css & accessibility	67440	6/1/09	7/1/09	Manchester
Illustrator - Introduction	67441	9/1/09	9/1/09	London
Flex  - Data and Communications	67443	22/1/09	23/1/09	London
Color 101: Introduction to color	67445	16/2/09	18/2/09	London
InDesign - Introduction	67446	4/2/09	5/2/09	Birmingham
Photoshop - Introduction	67447	8/12/08	9/12/08	London
Custom Final Cut Pro	67449	17/12/08	18/12/08	On-site
Photoshop ACE	67450	15/5/09	15/5/09	London
InDesign - Introduction	67454	9/3/09	10/3/09	Devon
Maya Jumpstart: Zero to Hero	67455	20/4/09	24/4/09	London
Flash Media Server 2 - Streaming Media Application Development	67458	15/12/08	17/12/08	On-site
Room Hire	67460	23/1/09	23/1/09	London
Dreamweaver - Dynamic Application Development	67462	15/12/08	16/12/08	London
InDesign - Introduction	67463	29/1/09	30/1/09	Leeds
Photoshop - Advanced	67464	27/11/08	28/11/08	Glasgow
Illustrator - Introduction	67465	26/1/09	27/1/09	Manchester
Custom Flash Course	67468	14/1/09	15/1/09	On-site
Room Hire	67469	12/1/09	13/1/09	London
Room Hire	67470	28/1/09	28/1/09	London
Room Hire	67473	9/2/09	10/2/09	London
Room Hire	67476	25/3/09	25/3/09	London
Room Hire	67477	11/3/09	11/3/09	London
Room Hire	67478	6/3/09	6/3/09	London
Room Hire	67479	6/4/09	6/4/09	London
Room Hire	67480	8/4/09	8/4/09	London
Room Hire	67481	18/5/09	19/5/09	London
Room Hire	67483	28/5/09	28/5/09	London
Room Hire	67484	20/5/09	21/5/09	London
Room Hire	67485	5/5/09	5/5/09	London
Room Hire	67486	15/6/09	16/6/09	London
Photoshop - Introduction	67488	5/1/09	6/1/09	London
Bring Your Own Laptop	67490	13/2/09	13/2/09	Regents Park
Room Hire	67491	8/1/09	9/1/09	Manchester
Bring Your Own Laptop	67492	26/1/09	26/1/09	Regents Park
Bring Your Own Laptop	67493	27/1/09	27/1/09	Manchester
Bring Your Own Laptop	67494	2/3/09	2/3/09	Regents Park
Quark Xpress - Introduction	67495	26/2/09	27/2/09	Manchester
Illustrator - Introduction	67496	13/2/09	13/2/09	Glasgow
Illustrator - Introduction	67497	20/2/09	20/2/09	London
Mental Ray	67498	10/2/09	10/2/09	On-site
Cinema 4D – Fundamental	67499	2/2/09	3/2/09	London
DVD Studio Pro	67500	25/3/09	27/3/09	Glasgow
Room Hire	67501	26/1/09	28/1/09	London
Premiere Pro - Introduction	67502	9/2/09	9/2/09	Manchester
Bring your Own Laptop	67503	17/2/09	17/2/09	Manchester
Room Hire PMA	67504	27/1/09	27/1/09	London
Final Cut Pro - Introduction	67506	4/3/09	4/3/09	Glasgow
3ds Max for Games	67507	30/3/09	3/4/09	London
cancelled	67508	22/5/09	22/5/09	Glasgow
Room Hire PMA	67509	28/1/09	28/1/09	London
Bespoke Dreamweaver + CSS	67510	6/2/09	6/2/09	Glasgow
Bespoke Dreamweaver + CSS	67512	16/2/09	17/2/09	Glasgow
Photoshop - Introduction	67513	24/8/09	25/8/09	Glasgow
Photoshop - Advanced	67514	26/8/09	27/8/09	Glasgow
Illustrator - Introduction	67515	28/8/09	28/8/09	Glasgow
AfterEffects - Introduction	67516	9/3/09	10/3/09	Manchester (CP)
Flex Consultancy	67517	13/1/09	16/1/09	On-site
Flex Consultancy	67519	16/1/09	16/1/09	On-site
Room Hire Cryptic	67520	16/1/09	16/1/09	London
cancelled	67521	6/5/09	8/5/09	Leeds
Cancelled	67523	28/5/09	29/5/09	Manchester
Bespoke CSS	67524	19/3/09	19/3/09	Manchester
AfterEffects - Advanced	67526	7/3/09	8/3/09	Manchester
Flash - Actionscript	67527	22/4/09	24/4/09	London
Room Hire Logic	67530	31/3/09	31/3/09	London
Flash - Actionscript	67531	25/2/09	27/2/09	London
Flash - Actionscript	67532	30/3/09	1/4/09	London
AutoCAD Architecture: Introduction	67533	2/3/09	4/3/09	London
Photoshop - Introduction	67534	29/4/09	30/4/09	London
Illustrator - Introduction	67535	1/5/09	1/5/09	London
AutoCAD - Level 2 - Intermediate	67536	12/3/09	13/3/09	London
Flash - Rich Content Creation	67537	26/2/09	27/2/09	London
InDesign - Introduction	67539	16/2/09	17/2/09	London
Cinema 4D – Intermediate	67540	19/2/09	20/2/09	London
Illustrator - Introduction	67541	6/2/09	6/2/09	London
Illustrator - Introduction	67542	6/3/09	6/3/09	London
Illustrator - Introduction	67543	20/3/09	20/3/09	London
Illustrator - Introduction	67544	15/5/09	15/5/09	London
Cancelled	67545	12/6/09	12/6/09	London
Illustrator - Introduction	67546	26/6/09	26/6/09	London
Acrobat - Introduction	67547	26/1/09	26/1/09	London
Acrobat - Advanced	67548	27/1/09	27/1/09	London
Aperture 101: An Introduction to Aperture	67549	20/1/09	21/1/09	London
Quark Xpress - Level 1 Introduction	67550	27/1/09	28/1/09	London
xxx	67551	7/1/08	7/1/08	London
Cascading Style Sheets	67552	29/1/09	30/1/09	London
HTML: Introduction	67553	27/1/09	28/1/09	London
Javascript Level 1 - Introduction	67554	5/1/09	6/1/09	London
PHP and my SQL - Introduction	67555	21/1/09	23/1/09	London
XML - Introduction	67556	14/1/09	16/1/09	London
AutoCAD Architecture: Introduction	67557	19/1/09	21/1/09	London
Revit Architecture - Essentials	67558	19/1/09	21/1/09	London
Google Sketch Up	67559	26/1/09	26/1/09	London
AfterEffects - Introduction	67560	12/1/09	13/1/09	London
Motion Introduction	67561	5/1/09	7/1/09	London
Soundbooth CS3 - Introduction	67562	16/1/09	16/1/09	London
InDesign ACE	67563	23/1/09	23/1/09	London
Illustrator ACE	67564	27/2/09	27/2/09	London
Photoshop ACE	67565	6/2/09	6/2/09	London
Quark to Indesign	67566	2/2/09	3/2/09	London
Flex Level: Extending and Styling Components	67567	11/2/09	12/2/09	London
Flex Level: Introducing Cairngorm	67568	13/2/09	13/2/09	London
Javascript Level 1 - Introduction	67569	9/2/09	10/2/09	London
DVD Studio Pro	67571	2/3/09	4/3/09	London
Javascript Level 1 - Introduction	67572	2/4/09	3/4/09	London
Flash - Actionscript	67573	6/4/09	8/4/09	London
InDesign - Introduction	67574	26/5/09	27/5/09	London
InDesign ACE	67575	1/5/09	1/5/09	London
Illustrator ACE	67579	19/6/09	19/6/09	London
Quark to Indesign	67580	22/6/09	23/6/09	London
Cancelled	67581	8/6/09	9/6/09	London
Cancelled	67582	1/6/09	5/6/09	London
Combustion  Fundamentals	67583	22/6/09	24/6/09	London
Flex Level: Extending and Styling Components	67584	28/1/09	29/1/09	Manchester
Flex Level: Introducing Cairngorm	67585	30/1/09	30/1/09	Manchester
Javascript Level 1 - Introduction	67586	26/1/09	27/1/09	Manchester
Aperture 101: An Introduction to Aperture	67587	12/2/09	13/2/09	Manchester
Cinema 4D – Fundamental	67588	2/2/09	3/2/09	Manchester
Quark to Indesign	67589	2/3/09	3/3/09	Manchester
XML - Introduction	67590	16/3/09	18/3/09	Manchester
3ds Max Jumpstart Zero to Hero	67591	23/3/09	27/3/09	Manchester
AutoCAD – 3d Modelling	67592	2/3/09	4/3/09	Manchester
DVD Studio Pro	67593	25/3/09	27/3/09	Manchester
Flex Level: Extending and Styling Components	67594	22/4/09	23/4/09	Manchester
Flex Level: Introducing Cairngorm	67595	24/4/09	24/4/09	Manchester
Javascript Level 1 - Introduction	67596	6/4/09	7/4/09	Manchester
Motion Introduction	67597	8/4/09	10/4/09	Manchester
Aperture 101: An Introduction to Aperture	67598	18/5/09	19/5/09	Manchester
XML - Introduction	67599	27/5/09	29/5/09	Manchester
Cancelled	67600	18/5/09	22/5/09	Manchester
AutoCAD – 3d Modelling	67601	5/5/09	7/5/09	Manchester
Cinema 4D – Fundamental	67603	8/6/09	9/6/09	Manchester
AfterEffects - Advanced	67604	1/6/09	2/6/09	Manchester
Maya Jumpstart: Zero to Hero	67605	26/1/09	30/1/09	Glasgow
Javascript Level 1 - Introduction	67606	23/2/09	24/2/09	Glasgow
3ds Max Jumpstart Zero to Hero	67607	23/2/09	27/2/09	Glasgow
Cinema 4D – Fundamental	67608	9/2/09	10/2/09	Glasgow
Flex Level: Extending and Styling Components	67609	1/4/09	2/4/09	Glasgow
Flex Level: Introducing Cairngorm	67610	3/4/09	3/4/09	Glasgow
Cinema 4D – Fundamental	67611	16/4/09	17/4/09	Glasgow
Flex Level: Extending and Styling Components	67614	17/6/09	18/6/09	Glasgow
Flex Level: Introducing Cairngorm	67615	19/6/09	19/6/09	Glasgow
Javascript Level 1 - Introduction	67616	8/6/09	9/6/09	Glasgow
Cancelled	67617	1/6/09	5/6/09	Glasgow
Acrobat - Introduction	67618	5/1/09	5/1/09	Cardiff
Photoshop - Advanced	67619	8/1/09	9/1/09	Cardiff
InDesign - Advanced	67620	6/1/09	7/1/09	Cardiff
Dreamweaver - Web Development Introduction	67621	12/1/09	14/1/09	Cardiff
Illustrator - Introduction	67622	27/1/09	28/1/09	Leeds
Photoshop - Introduction	67623	28/1/09	29/1/09	Leeds
Dreamweaver - Web Development Introduction	67624	19/1/09	21/1/09	Leeds
Flash - Rich Content Creation	67625	22/1/09	23/1/09	Leeds
